name,lon,lat,population,place
Якутск,129.7319787,62.0274078,361154.0,city
Нижний Бестях,129.911346,61.957066,4152.0,town
Покровск,129.1540617,61.48327,9256.0,town
Намцы,129.664246,62.718227,10044.0,town
Жатай,129.843109,62.164104,10089.0,town
Мохсоголлох,128.9417777,61.394697,6159.0,town
Борогонцы,131.166061,62.670792,5222.0,town
